species_id,species,base_species,types,bst,bulk_score,random_battle_level,eviolite_bulk_bonus,random_set_item,random_set_eviolite_bonus,score,tier,override_tier,source,notes
doublade,Doublade,Doublade,Steel|Ghost,448,258,85,19,Eviolite,40,507,4,,showdown-randbats+auto-score,nfe|eviolite-bulk+19|eviolite-randset
cherrim,Cherrim,Cherrim,Grass,450,218,99,0,Leftovers,0,498,4,,showdown-randbats+auto-score,
granbull,Granbull,Granbull,Fairy,450,225,89,0,Leftovers,0,528,4,,showdown-randbats+auto-score,
klawf,Klawf,Klawf,Rock,450,240,,0,,0,495,4,,auto-score,
lokix,Lokix,Lokix,Bug|Dark,450,204,,0,,0,495,4,,auto-score,
sandslash,Sandslash,Sandslash,Ground,450,240,90,0,Assault Vest,0,525,4,,showdown-randbats+auto-score,
sandslashalola,Sandslash-Alola,Sandslash,Ice|Steel,450,260,91,0,Leftovers,0,522,4,,showdown-randbats+auto-score,
seaking,Seaking,Seaking,Water,450,225,95,0,Life Orb,0,510,4,,showdown-randbats+auto-score,
venomoth,Venomoth,Venomoth,Bug|Poison,450,205,82,0,Buginium Z,0,549,4,,showdown-randbats+auto-score,
noctowl,Noctowl,Noctowl,Normal|Flying,452,246,94,0,Leftovers,0,515,4,,showdown-randbats+auto-score,
purugly,Purugly,Purugly,Normal,452,194,89,0,Silk Scarf,0,530,4,,showdown-randbats+auto-score,
araquanidtotem,Araquanid-Totem,Araquanid,Water|Bug,454,292,,0,,0,499,4,,auto-score,
carnivine,Carnivine,Carnivine,Grass,454,218,100,0,Leftovers,0,499,4,,showdown-randbats+auto-score,
masquerain,Masquerain,Masquerain,Bug|Flying,454,214,87,0,Leftovers,0,538,4,,showdown-randbats+auto-score,
banette,Banette,Banette,Ghost,455,192,93,0,Life Orb,0,521,4,,showdown-randbats+auto-score,
chimecho,Chimecho,Chimecho,Psychic,455,245,95,0,Leftovers,0,515,4,,showdown-randbats+auto-score,
hitmonchan,Hitmonchan,Hitmonchan,Fighting,455,239,87,0,Choice Band,0,539,4,,showdown-randbats+auto-score,
hitmonlee,Hitmonlee,Hitmonlee,Fighting,455,213,86,0,Assault Vest,0,542,4,,showdown-randbats+auto-score,
hitmontop,Hitmontop,Hitmontop,Fighting,455,255,90,0,Leftovers,0,530,4,,showdown-randbats+auto-score,
jynx,Jynx,Jynx,Ice|Psychic,455,195,89,0,Choice Scarf,0,533,4,,showdown-randbats+auto-score,
primeape,Primeape,Primeape,Fighting,455,195,89,0,Eviolite,40,483,4,,showdown-randbats+auto-score,nfe|eviolite-randset
thievul,Thievul,Thievul,Dark,455,220,,0,,0,500,4,,auto-score,
ninjask,Ninjask,Ninjask,Bug|Flying,456,156,88,0,Choice Band,0,537,4,,showdown-randbats+auto-score,
palafin,Palafin,Palafin,Water,457,234,,0,,0,502,4,,auto-score,
seviper,Seviper,Seviper,Poison,458,193,94,0,Life Orb,0,521,4,,showdown-randbats+auto-score,
zangoose,Zangoose,Zangoose,Normal,458,193,86,0,Toxic Orb,0,545,4,,showdown-randbats+auto-score,
basculin,Basculin,Basculin,Water,460,190,86,0,Choice Band,0,547,4,,showdown-randbats+auto-score,
basculinbluestriped,Basculin-Blue-Striped,Basculin,Water,460,190,,0,,0,505,4,,auto-score,
camerupt,Camerupt,Camerupt,Fire|Ground,460,215,91,0,Leftovers,0,532,4,,showdown-randbats+auto-score,
eldegoss,Eldegoss,Eldegoss,Grass,460,270,,0,,0,505,4,,auto-score,
greedent,Greedent,Greedent,Normal,460,290,,0,,0,505,4,,auto-score,
jumpluff,Jumpluff,Jumpluff,Grass|Flying,460,240,89,0,,0,538,4,,showdown-randbats+auto-score,
lanturn,Lanturn,Lanturn,Water|Electric,460,259,89,0,Leftovers,0,538,4,,showdown-randbats+auto-score,
lumineon,Lumineon,Lumineon,Water,460,231,93,0,Leftovers,0,526,4,,showdown-randbats+auto-score,
lunatone,Lunatone,Lunatone,Rock|Psychic,460,240,93,0,Choice Specs,0,526,4,,showdown-randbats+auto-score,
mrmime,Mr. Mime,Mr. Mime,Psychic|Fairy,460,225,90,0,Choice Specs,0,535,4,,showdown-randbats+auto-score,
solrock,Solrock,Solrock,Rock|Psychic,460,240,90,0,Leftovers,0,535,4,,showdown-randbats+auto-score,
tropius,Tropius,Tropius,Grass|Flying,460,269,94,0,Sitrus Berry,0,523,4,,showdown-randbats+auto-score,
maractus,Maractus,Maractus,Grass,461,209,100,0,Leftovers,0,506,4,,showdown-randbats+auto-score,
aromatisse,Aromatisse,Aromatisse,Fairy,462,262,91,0,Leftovers,0,534,4,,showdown-randbats+auto-score,
ribombeetotem,Ribombee-Totem,Ribombee,Bug|Fairy,464,190,,0,,0,509,4,,auto-score,
absol,Absol,Absol,Dark,465,185,86,0,Choice Band,0,552,4,,showdown-randbats+auto-score,
sawk,Sawk,Sawk,Fighting,465,225,86,0,Life Orb,0,552,4,,showdown-randbats+auto-score,
stantler,Stantler,Stantler,Normal,465,200,92,0,Eviolite,40,484,4,,showdown-randbats+auto-score,nfe|eviolite-randset
throh,Throh,Throh,Fighting,465,290,89,0,Flame Orb,0,543,4,,showdown-randbats+auto-score,
meowstic,Meowstic,Meowstic,Psychic,466,231,91,0,Light Clay,0,538,4,,showdown-randbats+auto-score,
meowsticf,Meowstic-F,Meowstic,Psychic,466,231,91,0,Life Orb,0,538,4,,showdown-randbats+auto-score,
swalot,Swalot,Swalot,Poison,467,266,91,0,Black Sludge,0,539,4,,showdown-randbats+auto-score,
whiscash,Whiscash,Whiscash,Water|Ground,468,254,89,0,Leftovers,0,546,4,,showdown-randbats+auto-score,
eiscue,Eiscue,Eiscue,Ice,470,275,,0,,0,515,4,,auto-score,
falinks,Falinks,Falinks,Fighting,470,225,,0,,0,515,4,,auto-score,
grumpig,Grumpig,Grumpig,Psychic,470,255,93,0,Wiki Berry,0,536,4,,showdown-randbats+auto-score,
maushold,Maushold,Maushold,Normal,470,219,,0,,0,515,4,,auto-score,
mausholdfour,Maushold-Four,Maushold,Normal,470,219,,0,,0,515,4,,auto-score,
rabsca,Rabsca,Rabsca,Bug|Psychic,470,260,,0,,0,515,4,,auto-score,
stonjourner,Stonjourner,Stonjourner,Rock,470,255,,0,,0,515,4,,auto-score,
xatu,Xatu,Xatu,Psychic|Flying,470,205,89,0,Leftovers,0,548,4,,showdown-randbats+auto-score,
stunfisk,Stunfisk,Stunfisk,Ground|Electric,471,292,88,0,Leftovers,0,552,4,,showdown-randbats+auto-score,
stunfiskgalar,Stunfisk-Galar,Stunfisk,Ground|Steel,471,292,,0,,0,516,4,,auto-score,
trevenant,Trevenant,Trevenant,Ghost|Grass,474,243,91,0,Sitrus Berry,0,546,4,,showdown-randbats+auto-score,
vespiquen,Vespiquen,Vespiquen,Bug|Flying,474,274,100,0,Leftovers,0,519,4,,showdown-randbats+auto-score,
cacturne,Cacturne,Cacturne,Grass|Dark,475,190,93,0,Life Orb,0,541,4,,showdown-randbats+auto-score,
cramorant,Cramorant,Cramorant,Flying|Water,475,220,,0,,0,520,4,,auto-score,
dewgong,Dewgong,Dewgong,Water|Ice,475,265,96,0,Leftovers,0,532,4,,showdown-randbats+auto-score,
frosmoth,Frosmoth,Frosmoth,Ice|Bug,475,220,,0,,0,520,4,,auto-score,
indeedee,Indeedee,Indeedee,Psychic|Normal,475,210,,0,,0,520,4,,auto-score,
indeedeef,Indeedee-F,Indeedee,Psychic|Normal,475,240,,0,,0,520,4,,auto-score,
tatsugiri,Tatsugiri,Tatsugiri,Dragon|Water,475,223,,0,,0,520,4,,auto-score,
tatsugiridroopy,Tatsugiri-Droopy,Tatsugiri,Dragon|Water,475,223,,0,,0,520,4,,auto-score,
tatsugiristretchy,Tatsugiri-Stretchy,Tatsugiri,Dragon|Water,475,223,,0,,0,520,4,,auto-score,
mimikyutotem,Mimikyu-Totem,Mimikyu,Ghost|Fairy,476,240,,0,,0,521,4,,auto-score,
oricorio,Oricorio,Oricorio,Fire|Flying,476,215,90,0,Leftovers,0,551,4,,showdown-randbats+auto-score,
oricoriopau,Oricorio-Pa'u,Oricorio,Psychic|Flying,476,215,91,0,Leftovers,0,548,4,,showdown-randbats+auto-score,
dachsbun,Dachsbun,Dachsbun,Fairy,477,252,,0,,0,522,4,,auto-score,
crabominable,Crabominable,Crabominable,Fighting|Ice,478,241,91,0,Assault Vest,0,550,4,,showdown-randbats+auto-score,
veluza,Veluza,Veluza,Water|Psychic,478,228,,0,,0,523,4,,auto-score,
brambleghast,Brambleghast,Brambleghast,Grass|Ghost,480,195,,0,,0,525,4,,auto-score,
darmanitangalar,Darmanitan-Galar,Darmanitan,Ice,480,215,,0,,0,525,4,,auto-score,
glalie,Glalie,Glalie,Ice,480,240,92,0,Leftovers,0,549,4,,showdown-randbats+auto-score,
grapploct,Grapploct,Grapploct,Fighting,480,250,,0,,0,525,4,,auto-score,
lilliganthisui,Lilligant-Hisui,Lilligant,Grass|Fighting,480,220,,0,,0,525,4,,auto-score,
lurantistotem,Lurantis-Totem,Lurantis,Grass,480,250,,0,,0,525,4,,auto-score,
octillery,Octillery,Octillery,Water,480,225,96,0,Assault Vest,0,537,4,,showdown-randbats+auto-score,
orthworm,Orthworm,Orthworm,Steel,480,270,,0,,0,525,4,,auto-score,
salazzletotem,Salazzle-Totem,Salazzle,Poison|Fire,480,188,,0,,0,525,4,,auto-score,
espathra,Espathra,Espathra,Psychic,481,215,,0,,0,526,4,,auto-score,
hypno,Hypno,Hypno,Psychic,483,270,97,0,Leftovers,0,537,4,,showdown-randbats+auto-score,
runerigus,Runerigus,Runerigus,Ground|Ghost,483,308,,0,,0,528,4,,auto-score,
heatmor,Heatmor,Heatmor,Fire,484,217,93,0,Life Orb,0,550,4,,showdown-randbats+auto-score,
appletun,Appletun,Appletun,Grass|Dragon,485,270,,0,,0,530,4,,auto-score,
beheeyem,Beheeyem,Beheeyem,Psychic,485,245,93,0,Life Orb,0,551,4,,showdown-randbats+auto-score,
bombirdier,Bombirdier,Bombirdier,Flying|Dark,485,240,,0,,0,530,4,,auto-score,
drednaw,Drednaw,Drednaw,Water|Rock,485,248,,0,,0,530,4,,auto-score,
flapple,Flapple,Flapple,Grass|Dragon,485,210,,0,,0,530,4,,auto-score,
grafaiai,Grafaiai,Grafaiai,Poison|Normal,485,200,,0,,0,530,4,,auto-score,
rhydon,Rhydon,Rhydon,Ground|Rock,485,270,85,25,Eviolite,40,550,4,,showdown-randbats+auto-score,nfe|eviolite-bulk+25|eviolite-randset
scovillain,Scovillain,Scovillain,Grass|Fire,486,195,,0,,0,531,4,,auto-score,
houndstone,Houndstone,Houndstone,Ghost,488,269,,0,,0,533,4,,auto-score,
oinkologne,Oinkologne,Oinkologne,Normal,489,265,,0,,0,534,4,,auto-score,
oinkolognef,Oinkologne-F,Oinkologne,Normal,489,275,,0,,0,534,4,,auto-score,
barraskewda,Barraskewda,Barraskewda,Water,490,171,,0,,0,535,4,,auto-score,
bisharp,Bisharp,Bisharp,Dark|Steel,490,235,81,8,Eviolite,40,550,4,,showdown-randbats+auto-score,nfe|eviolite-bulk+8|eviolite-randset
boltund,Boltund,Boltund,Electric,490,189,,0,,0,535,4,,auto-score,
dubwool,Dubwool,Dubwool,Normal,490,262,,0,,0,535,4,,auto-score,
electrodehisui,Electrode-Hisui,Electrode,Electric|Grass,490,210,,0,,0,535,4,,auto-score,
kilowattrel,Kilowattrel,Kilowattrel,Electric|Flying,490,190,,0,,0,535,4,,auto-score,
pawmot,Pawmot,Pawmot,Electric|Fighting,490,200,,0,,0,535,4,,auto-score,
slowbrogalar,Slowbro-Galar,Slowbro,Poison|Psychic,490,260,,0,,0,535,4,,auto-score,
slowkinggalar,Slowking-Galar,Slowking,Poison|Psychic,490,285,,0,,0,535,4,,auto-score,
taurospaldeaaqua,Tauros-Paldea-Aqua,Tauros,Fighting|Water,490,250,,0,,0,535,4,,auto-score,
taurospaldeablaze,Tauros-Paldea-Blaze,Tauros,Fighting|Fire,490,250,,0,,0,535,4,,auto-score,
taurospaldeacombat,Tauros-Paldea-Combat,Tauros,Fighting,490,250,,0,,0,535,4,,auto-score,
weezinggalar,Weezing-Galar,Weezing,Poison|Fairy,490,255,,0,,0,535,4,,auto-score,
alcremie,Alcremie,Alcremie,Fairy,495,261,,0,,0,540,4,,auto-score,
bellibolt,Bellibolt,Bellibolt,Electric,495,283,,0,,0,540,4,,auto-score,
corviknight,Corviknight,Corviknight,Flying|Steel,495,288,,0,,0,540,4,,auto-score,
copperajah,Copperajah,Copperajah,Steel,500,260,,0,,0,545,4,,auto-score,
flamigo,Flamigo,Flamigo,Flying|Fighting,500,220,,0,,0,545,4,,auto-score,
garganacl,Garganacl,Garganacl,Rock,500,320,,0,,0,545,4,,auto-score,
kleavor,Kleavor,Kleavor,Bug|Rock,500,235,,0,,0,545,4,,auto-score,
rapidashgalar,Rapidash-Galar,Rapidash,Psychic|Fairy,500,215,,0,,0,545,4,,auto-score,
revavroom,Revavroom,Revavroom,Steel|Poison,500,237,,0,,0,545,4,,auto-score,
ursaring,Ursaring,Ursaring,Normal,500,240,85,10,Eviolite,40,550,4,,showdown-randbats+auto-score,nfe|eviolite-bulk+10|eviolite-randset
vikavolttotem,Vikavolt-Totem,Vikavolt,Bug|Electric,500,242,,0,,0,545,4,,auto-score,
cyclizar,Cyclizar,Cyclizar,Dragon|Normal,501,200,,0,,0,546,4,,auto-score,
toxtricity,Toxtricity,Toxtricity,Electric|Poison,502,215,,0,,0,547,4,,auto-score,
toxtricitylowkey,Toxtricity-Low-Key,Toxtricity,Electric|Poison,502,215,,0,,0,547,4,,auto-score,
arctovish,Arctovish,Arctovish,Water|Ice,505,280,,0,,0,550,4,,auto-score,
arctozolt,Arctozolt,Arctozolt,Electric|Ice,505,260,,0,,0,550,4,,auto-score,
dracovish,Dracovish,Dracovish,Water|Dragon,505,270,,0,,0,550,4,,auto-score,
dracozolt,Dracozolt,Dracozolt,Electric|Dragon,505,250,,0,,0,550,4,,auto-score,
mabosstiff,Mabosstiff,Mabosstiff,Dark,505,240,,0,,0,550,4,,auto-score,
orbeetle,Orbeetle,Orbeetle,Bug|Psychic,505,290,,0,,0,550,4,,auto-score,
tinkaton,Tinkaton,Tinkaton,Fairy|Steel,506,267,,0,,0,551,4,,auto-score,
duraludon,Duraludon,Duraludon,Steel|Dragon,535,235,,8,,0,498,4,,auto-score,nfe|eviolite-bulk+8
chansey,Chansey,Chansey,Normal,450,360,85,70,Eviolite,40,560,5,,showdown-randbats+auto-score,nfe|eviolite-bulk+70|eviolite-randset
araquanid,Araquanid,Araquanid,Water|Bug,454,292,81,0,Leftovers,0,556,5,,showdown-randbats+auto-score,
swellow,Swellow,Swellow,Normal|Flying,455,170,82,0,Flame Orb,0,554,5,,showdown-randbats+auto-score,
breloom,Breloom,Breloom,Grass|Fighting,460,200,84,0,Life Orb,0,553,5,,showdown-randbats+auto-score,
sharpedo,Sharpedo,Sharpedo,Water|Dark,460,150,84,0,Life Orb,0,553,5,,showdown-randbats+auto-score,
amoonguss,Amoonguss,Amoonguss,Grass|Poison,464,264,83,0,Rocky Helmet,0,560,5,,showdown-randbats+auto-score,
ribombee,Ribombee,Ribombee,Bug|Fairy,464,190,84,0,Life Orb,0,557,5,,showdown-randbats+auto-score,
forretress,Forretress,Forretress,Bug|Steel,465,275,81,0,Leftovers,0,567,5,,showdown-randbats+auto-score,
skarmory,Skarmory,Skarmory,Steel|Flying,465,275,75,0,Rocky Helmet,0,585,5,,showdown-randbats+auto-score,
crawdaunt,Crawdaunt,Crawdaunt,Water|Dark,468,203,85,0,Choice Band,0,558,5,,showdown-randbats+auto-score,
alomomola,Alomomola,Alomomola,Water,470,290,87,0,Rocky Helmet,0,554,5,,showdown-randbats+auto-score,
cinccino,Cinccino,Cinccino,Normal,470,195,84,0,Choice Band,0,563,5,,showdown-randbats+auto-score,
dodrio,Dodrio,Dodrio,Normal|Flying,470,190,82,0,Choice Band,0,569,5,,showdown-randbats+auto-score,
klefki,Klefki,Klefki,Steel|Fairy,470,235,83,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
torkoal,Torkoal,Torkoal,Fire,470,280,84,0,Leftovers,0,563,5,,showdown-randbats+auto-score,
furfrou,Furfrou,Furfrou,Normal,472,225,87,0,Leftovers,0,556,5,,showdown-randbats+auto-score,
galvantula,Galvantula,Galvantula,Bug|Electric,472,190,80,0,Life Orb,0,577,5,,showdown-randbats+auto-score,
swanna,Swanna,Swanna,Water|Flying,473,201,88,0,Leftovers,0,554,5,,showdown-randbats+auto-score,
garbodor,Garbodor,Garbodor,Poison,474,244,88,0,Black Sludge,0,555,5,,showdown-randbats+auto-score,
hariyama,Hariyama,Hariyama,Fighting,474,264,87,0,Assault Vest,0,558,5,,showdown-randbats+auto-score,
bruxish,Bruxish,Bruxish,Water|Psychic,475,208,85,0,Choice Band,0,565,5,,showdown-randbats+auto-score,
gastrodon,Gastrodon,Gastrodon,Water|Ground,475,261,88,0,Leftovers,0,556,5,,showdown-randbats+auto-score,
kingler,Kingler,Kingler,Water,475,220,88,0,Life Orb,0,556,5,,showdown-randbats+auto-score,
manectric,Manectric,Manectric,Electric,475,190,84,0,Choice Specs,0,568,5,,showdown-randbats+auto-score,
sawsbuck,Sawsbuck,Sawsbuck,Normal|Grass,475,220,88,0,Life Orb,0,556,5,,showdown-randbats+auto-score,
oricoriopompom,Oricorio-Pom-Pom,Oricorio,Electric|Flying,476,215,86,0,Leftovers,0,563,5,,showdown-randbats+auto-score,
oricoriosensu,Oricorio-Sensu,Oricorio,Ghost|Flying,476,215,89,0,Leftovers,0,554,5,,showdown-randbats+auto-score,
pidgeot,Pidgeot,Pidgeot,Normal|Flying,479,228,90,0,Leftovers,0,554,5,,showdown-randbats+auto-score,
skuntank,Skuntank,Skuntank,Poison|Dark,479,231,87,0,Black Sludge,0,563,5,,showdown-randbats+auto-score,
darmanitan,Darmanitan,Darmanitan,Fire,480,215,82,0,Life Orb,0,579,5,,showdown-randbats+auto-score,
froslass,Froslass,Froslass,Ice|Ghost,480,210,87,0,Leftovers,0,564,5,,showdown-randbats+auto-score,
jellicent,Jellicent,Jellicent,Water|Ghost,480,275,88,0,Leftovers,0,561,5,,showdown-randbats+auto-score,
komala,Komala,Komala,Normal,480,225,88,0,Assault Vest,0,561,5,,showdown-randbats+auto-score,
lilligant,Lilligant,Lilligant,Grass,480,220,87,0,Grassium Z,0,564,5,,showdown-randbats+auto-score,
lopunny,Lopunny,Lopunny,Normal,480,245,87,0,Normalium Z,0,564,5,,showdown-randbats+auto-score,
ludicolo,Ludicolo,Ludicolo,Water|Grass,480,250,89,0,Choice Specs,0,558,5,,showdown-randbats+auto-score,
lurantis,Lurantis,Lurantis,Grass,480,250,90,0,Leftovers,0,555,5,,showdown-randbats+auto-score,
palossand,Palossand,Palossand,Ghost|Ground,480,270,89,0,Leftovers,0,558,5,,showdown-randbats+auto-score,
salazzle,Salazzle,Salazzle,Poison|Fire,480,188,84,0,Black Sludge,0,573,5,,showdown-randbats+auto-score,
shiftry,Shiftry,Shiftry,Grass|Dark,480,210,90,0,Life Orb,0,555,5,,showdown-randbats+auto-score,
slurpuff,Slurpuff,Slurpuff,Fairy,480,243,79,0,Sitrus Berry,0,588,5,,showdown-randbats+auto-score,
whimsicott,Whimsicott,Whimsicott,Grass|Fairy,480,220,87,0,Leftovers,0,564,5,,showdown-randbats+auto-score,
heliolisk,Heliolisk,Heliolisk,Electric|Normal,481,208,85,0,Life Orb,0,571,5,,showdown-randbats+auto-score,
ambipom,Ambipom,Ambipom,Normal,482,207,84,0,Silk Scarf,0,575,5,,showdown-randbats+auto-score,
malamar,Malamar,Malamar,Dark|Psychic,482,249,80,0,Normalium Z,0,587,5,,showdown-randbats+auto-score,
clefable,Clefable,Clefable,Fairy,483,258,83,0,Life Orb,0,579,5,,showdown-randbats+auto-score,
cofagrigus,Cofagrigus,Cofagrigus,Ghost,483,308,89,0,Leftovers,0,561,5,,showdown-randbats+auto-score,
golurk,Golurk,Golurk,Ground|Ghost,483,249,87,0,Life Orb,0,567,5,,showdown-randbats+auto-score,
durant,Durant,Durant,Bug|Steel,484,218,80,0,Life Orb,0,589,5,,showdown-randbats+auto-score,
comfey,Comfey,Comfey,Fairy,485,251,88,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
crustle,Crustle,Crustle,Bug|Rock,485,270,82,0,White Herb,0,584,5,,showdown-randbats+auto-score,
drampa,Drampa,Drampa,Normal|Dragon,485,254,91,0,Leftovers,0,557,5,,showdown-randbats+auto-score,
druddigon,Druddigon,Druddigon,Dragon,485,257,86,0,Life Orb,0,572,5,,showdown-randbats+auto-score,
gorebyss,Gorebyss,Gorebyss,Water,485,235,85,0,White Herb,0,575,5,,showdown-randbats+auto-score,
huntail,Huntail,Huntail,Water,485,235,85,0,White Herb,0,575,5,,showdown-randbats+auto-score,
mantine,Mantine,Mantine,Water|Flying,485,295,87,0,Leftovers,0,569,5,,showdown-randbats+auto-score,
raichu,Raichu,Raichu,Electric,485,195,88,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
raichualola,Raichu-Alola,Raichu,Electric|Psychic,485,195,86,0,Aloraichium Z,0,572,5,,showdown-randbats+auto-score,
relicanth,Relicanth,Relicanth,Water|Rock,485,295,88,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
spiritomb,Spiritomb,Spiritomb,Ghost|Dark,485,266,91,0,Leftovers,0,557,5,,showdown-randbats+auto-score,
staraptor,Staraptor,Staraptor,Normal|Flying,485,215,80,0,Choice Band,0,590,5,,showdown-randbats+auto-score,
toucannon,Toucannon,Toucannon,Normal|Flying,485,230,88,0,Choice Band,0,566,5,,showdown-randbats+auto-score,
turtonator,Turtonator,Turtonator,Fire|Dragon,485,280,88,0,White Herb,0,566,5,,showdown-randbats+auto-score,
lycanroc,Lycanroc,Lycanroc,Rock,487,205,85,0,Life Orb,0,577,5,,showdown-randbats+auto-score,
lycanrocdusk,Lycanroc-Dusk,Lycanroc,Rock,487,205,83,0,Choice Band,0,583,5,,showdown-randbats+auto-score,
lycanrocmidnight,Lycanroc-Midnight,Lycanroc,Rock,487,235,86,0,Life Orb,0,574,5,,showdown-randbats+auto-score,
musharna,Musharna,Musharna,Psychic,487,296,89,0,Leftovers,0,565,5,,showdown-randbats+auto-score,
scrafty,Scrafty,Scrafty,Dark|Fighting,488,295,84,0,Leftovers,0,581,5,,showdown-randbats+auto-score,
unfezant,Unfezant,Unfezant,Normal|Flying,488,215,88,0,Scope Lens,0,569,5,,showdown-randbats+auto-score,
altaria,Altaria,Altaria,Dragon|Flying,490,270,92,0,Lum Berry,0,559,5,,showdown-randbats+auto-score,
bellossom,Bellossom,Bellossom,Grass,490,270,88,0,Leftovers,0,571,5,,showdown-randbats+auto-score,
bouffalant,Bouffalant,Bouffalant,Normal,490,285,87,0,Leftovers,0,574,5,,showdown-randbats+auto-score,
electrode,Electrode,Electrode,Electric,490,210,89,0,Life Orb,0,568,5,,showdown-randbats+auto-score,
exploud,Exploud,Exploud,Normal,490,240,86,0,Choice Scarf,0,577,5,,showdown-randbats+auto-score,
gothitelle,Gothitelle,Gothitelle,Psychic,490,275,91,0,Leftovers,0,562,5,,showdown-randbats+auto-score,
kangaskhan,Kangaskhan,Kangaskhan,Normal,490,265,88,0,Choice Band,0,571,5,,showdown-randbats+auto-score,
miltank,Miltank,Miltank,Normal,490,270,85,0,Leftovers,0,580,5,,showdown-randbats+auto-score,
oranguru,Oranguru,Oranguru,Normal|Psychic,490,280,93,0,Life Orb,0,556,5,,showdown-randbats+auto-score,
passimian,Passimian,Passimian,Fighting,490,250,84,0,Choice Band,0,583,5,,showdown-randbats+auto-score,
reuniclus,Reuniclus,Reuniclus,Psychic,490,270,87,0,Life Orb,0,574,5,,showdown-randbats+auto-score,
sigilyph,Sigilyph,Sigilyph,Psychic|Flying,490,232,85,0,Life Orb,0,580,5,,showdown-randbats+auto-score,
slowbro,Slowbro,Slowbro,Water|Psychic,490,285,85,0,Rocky Helmet,0,580,5,,showdown-randbats+auto-score,
slowking,Slowking,Slowking,Water|Psychic,490,285,89,0,Leftovers,0,568,5,,showdown-randbats+auto-score,
tauros,Tauros,Tauros,Normal,490,240,84,0,Life Orb,0,583,5,,showdown-randbats+auto-score,
toxicroak,Toxicroak,Toxicroak,Poison|Fighting,490,213,84,0,Black Sludge,0,583,5,,showdown-randbats+auto-score,
victreebel,Victreebel,Victreebel,Grass|Poison,490,215,90,0,Life Orb,0,565,5,,showdown-randbats+auto-score,
vileplume,Vileplume,Vileplume,Grass|Poison,490,250,87,0,Black Sludge,0,574,5,,showdown-randbats+auto-score,
weezing,Weezing,Weezing,Poison,490,255,87,0,Black Sludge,0,574,5,,showdown-randbats+auto-score,
abomasnow,Abomasnow,Abomasnow,Grass|Ice,494,250,87,0,Assault Vest,0,578,5,,showdown-randbats+auto-score,
dragalge,Dragalge,Dragalge,Poison|Dragon,494,278,87,0,Assault Vest,0,578,5,,showdown-randbats+auto-score,
gourgeist,Gourgeist,Gourgeist,Ghost|Grass,494,262,91,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
gourgeistlarge,Gourgeist-Large,Gourgeist,Ghost|Grass,494,272,91,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
gourgeistsmall,Gourgeist-Small,Gourgeist,Ghost|Grass,494,252,91,0,Leftovers,0,566,5,,showdown-randbats+auto-score,
gourgeistsuper,Gourgeist-Super,Gourgeist,Ghost|Grass,494,282,89,0,Rocky Helmet,0,572,5,,showdown-randbats+auto-score,
accelgor,Accelgor,Accelgor,Bug,495,180,90,0,Life Orb,0,570,5,,showdown-randbats+auto-score,
armaldo,Armaldo,Armaldo,Rock|Bug,495,255,89,0,Choice Band,0,573,5,,showdown-randbats+auto-score,
bastiodon,Bastiodon,Bastiodon,Rock|Steel,495,366,93,0,Leftovers,0,561,5,,showdown-randbats+auto-score,
carracosta,Carracosta,Carracosta,Water|Rock,495,272,88,0,White Herb,0,576,5,,showdown-randbats+auto-score,
cradily,Cradily,Cradily,Rock|Grass,495,290,89,0,Leftovers,0,573,5,,showdown-randbats+auto-score,
escavalier,Escavalier,Escavalier,Bug|Steel,495,280,85,0,Leftovers,0,585,5,,showdown-randbats+auto-score,
floatzel,Floatzel,Floatzel,Water,495,190,86,0,Choice Band,0,582,5,,showdown-randbats+auto-score,
golem,Golem,Golem,Rock|Ground,495,275,86,0,Weakness Policy,0,582,5,,showdown-randbats+auto-score,
golemalola,Golem-Alola,Golem,Rock|Electric,495,275,90,0,Choice Band,0,570,5,,showdown-randbats+auto-score,
kabutops,Kabutops,Kabutops,Rock|Water,495,235,87,0,Assault Vest,0,579,5,,showdown-randbats+auto-score,
mismagius,Mismagius,Mismagius,Ghost,495,225,87,0,Leftovers,0,579,5,,showdown-randbats+auto-score,
omastar,Omastar,Omastar,Rock|Water,495,265,84,0,White Herb,0,588,5,,showdown-randbats+auto-score,
pangoro,Pangoro,Pangoro,Fighting|Dark,495,244,86,0,Choice Band,0,582,5,,showdown-randbats+auto-score,
rampardos,Rampardos,Rampardos,Rock,495,207,88,0,Choice Scarf,0,576,5,,showdown-randbats+auto-score,
zebstrika,Zebstrika,Zebstrika,Electric,497,201,88,0,Choice Specs,0,578,5,,showdown-randbats+auto-score,
drifblim,Drifblim,Drifblim,Ghost|Flying,498,248,85,0,Sitrus Berry,0,588,5,,showdown-randbats+auto-score,
simipour,Simipour,Simipour,Water,498,201,88,0,Life Orb,0,579,5,,showdown-randbats+auto-score,
simisage,Simisage,Simisage,Grass,498,201,89,0,Life Orb,0,576,5,,showdown-randbats+auto-score,
simisear,Simisear,Simisear,Fire,498,201,89,0,Life Orb,0,576,5,,showdown-randbats+auto-score,
