species_id,name,national_dex,sprite_index,image,confidence,note
palpitoad,Palpitoad,536,589,assets/pokemon-green/pokemon/0589/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
seismitoad,Seismitoad,537,590,assets/pokemon-green/pokemon/0590/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
throh,Throh,538,591,assets/pokemon-green/pokemon/0591/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sawk,Sawk,539,592,assets/pokemon-green/pokemon/0592/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sewaddle,Sewaddle,540,593,assets/pokemon-green/pokemon/0593/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swadloon,Swadloon,541,594,assets/pokemon-green/pokemon/0594/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
leavanny,Leavanny,542,595,assets/pokemon-green/pokemon/0595/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
venipede,Venipede,543,596,assets/pokemon-green/pokemon/0596/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
whirlipede,Whirlipede,544,597,assets/pokemon-green/pokemon/0597/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scolipede,Scolipede,545,598,assets/pokemon-green/pokemon/0598/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scolipedemega,Scolipede-Mega,545,598,assets/pokemon-green/pokemon/0598/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cottonee,Cottonee,546,599,assets/pokemon-green/pokemon/0599/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
whimsicott,Whimsicott,547,600,assets/pokemon-green/pokemon/0600/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
petilil,Petilil,548,601,assets/pokemon-green/pokemon/0601/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lilligant,Lilligant,549,602,assets/pokemon-green/pokemon/0602/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lilliganthisui,Lilligant-Hisui,549,602,assets/pokemon-green/pokemon/0602/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
basculin,Basculin,550,603,assets/pokemon-green/pokemon/0603/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
basculinbluestriped,Basculin-Blue-Striped,550,603,assets/pokemon-green/pokemon/0603/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
basculinwhitestriped,Basculin-White-Striped,550,603,assets/pokemon-green/pokemon/0603/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sandile,Sandile,551,604,assets/pokemon-green/pokemon/0604/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
krokorok,Krokorok,552,605,assets/pokemon-green/pokemon/0605/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
krookodile,Krookodile,553,606,assets/pokemon-green/pokemon/0606/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
darumaka,Darumaka,554,607,assets/pokemon-green/pokemon/0607/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
darumakagalar,Darumaka-Galar,554,607,assets/pokemon-green/pokemon/0607/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
darmanitan,Darmanitan,555,608,assets/pokemon-green/pokemon/0608/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
darmanitangalar,Darmanitan-Galar,555,608,assets/pokemon-green/pokemon/0608/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
darmanitangalarzen,Darmanitan-Galar-Zen,555,608,assets/pokemon-green/pokemon/0608/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
darmanitanzen,Darmanitan-Zen,555,608,assets/pokemon-green/pokemon/0608/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
maractus,Maractus,556,609,assets/pokemon-green/pokemon/0609/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dwebble,Dwebble,557,610,assets/pokemon-green/pokemon/0610/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crustle,Crustle,558,611,assets/pokemon-green/pokemon/0611/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scraggy,Scraggy,559,612,assets/pokemon-green/pokemon/0612/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scrafty,Scrafty,560,613,assets/pokemon-green/pokemon/0613/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scraftymega,Scrafty-Mega,560,613,assets/pokemon-green/pokemon/0613/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sigilyph,Sigilyph,561,614,assets/pokemon-green/pokemon/0614/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
yamask,Yamask,562,615,assets/pokemon-green/pokemon/0615/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
yamaskgalar,Yamask-Galar,562,615,assets/pokemon-green/pokemon/0615/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cofagrigus,Cofagrigus,563,616,assets/pokemon-green/pokemon/0616/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tirtouga,Tirtouga,564,617,assets/pokemon-green/pokemon/0617/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
carracosta,Carracosta,565,618,assets/pokemon-green/pokemon/0618/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
archen,Archen,566,619,assets/pokemon-green/pokemon/0619/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
archeops,Archeops,567,620,assets/pokemon-green/pokemon/0620/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
trubbish,Trubbish,568,621,assets/pokemon-green/pokemon/0621/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
garbodor,Garbodor,569,622,assets/pokemon-green/pokemon/0622/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
garbodorgmax,Garbodor-Gmax,569,622,assets/pokemon-green/pokemon/0622/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zorua,Zorua,570,623,assets/pokemon-green/pokemon/0623/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zoruahisui,Zorua-Hisui,570,623,assets/pokemon-green/pokemon/0623/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zoroark,Zoroark,571,624,assets/pokemon-green/pokemon/0624/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zoroarkhisui,Zoroark-Hisui,571,624,assets/pokemon-green/pokemon/0624/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
minccino,Minccino,572,625,assets/pokemon-green/pokemon/0625/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cinccino,Cinccino,573,626,assets/pokemon-green/pokemon/0626/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gothita,Gothita,574,627,assets/pokemon-green/pokemon/0627/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gothorita,Gothorita,575,628,assets/pokemon-green/pokemon/0628/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gothitelle,Gothitelle,576,629,assets/pokemon-green/pokemon/0629/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
solosis,Solosis,577,630,assets/pokemon-green/pokemon/0630/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
duosion,Duosion,578,631,assets/pokemon-green/pokemon/0631/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
reuniclus,Reuniclus,579,632,assets/pokemon-green/pokemon/0632/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ducklett,Ducklett,580,633,assets/pokemon-green/pokemon/0633/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swanna,Swanna,581,634,assets/pokemon-green/pokemon/0634/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vanillite,Vanillite,582,635,assets/pokemon-green/pokemon/0635/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vanillish,Vanillish,583,636,assets/pokemon-green/pokemon/0636/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vanilluxe,Vanilluxe,584,637,assets/pokemon-green/pokemon/0637/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
deerling,Deerling,585,638,assets/pokemon-green/pokemon/0638/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sawsbuck,Sawsbuck,586,639,assets/pokemon-green/pokemon/0639/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
emolga,Emolga,587,640,assets/pokemon-green/pokemon/0640/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
karrablast,Karrablast,588,641,assets/pokemon-green/pokemon/0641/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
escavalier,Escavalier,589,642,assets/pokemon-green/pokemon/0642/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
foongus,Foongus,590,643,assets/pokemon-green/pokemon/0643/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
amoonguss,Amoonguss,591,644,assets/pokemon-green/pokemon/0644/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
frillish,Frillish,592,645,assets/pokemon-green/pokemon/0645/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
jellicent,Jellicent,593,646,assets/pokemon-green/pokemon/0646/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
alomomola,Alomomola,594,647,assets/pokemon-green/pokemon/0647/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
joltik,Joltik,595,648,assets/pokemon-green/pokemon/0648/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
galvantula,Galvantula,596,649,assets/pokemon-green/pokemon/0649/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ferroseed,Ferroseed,597,650,assets/pokemon-green/pokemon/0650/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ferrothorn,Ferrothorn,598,651,assets/pokemon-green/pokemon/0651/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
klink,Klink,599,652,assets/pokemon-green/pokemon/0652/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
klang,Klang,600,653,assets/pokemon-green/pokemon/0653/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
klinklang,Klinklang,601,654,assets/pokemon-green/pokemon/0654/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tynamo,Tynamo,602,655,assets/pokemon-green/pokemon/0655/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
eelektrik,Eelektrik,603,656,assets/pokemon-green/pokemon/0656/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
eelektross,Eelektross,604,657,assets/pokemon-green/pokemon/0657/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
eelektrossmega,Eelektross-Mega,604,657,assets/pokemon-green/pokemon/0657/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
elgyem,Elgyem,605,658,assets/pokemon-green/pokemon/0658/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
beheeyem,Beheeyem,606,659,assets/pokemon-green/pokemon/0659/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
litwick,Litwick,607,660,assets/pokemon-green/pokemon/0660/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lampent,Lampent,608,661,assets/pokemon-green/pokemon/0661/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chandelure,Chandelure,609,662,assets/pokemon-green/pokemon/0662/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chandeluremega,Chandelure-Mega,609,662,assets/pokemon-green/pokemon/0662/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
axew,Axew,610,663,assets/pokemon-green/pokemon/0663/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
fraxure,Fraxure,611,664,assets/pokemon-green/pokemon/0664/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
haxorus,Haxorus,612,665,assets/pokemon-green/pokemon/0665/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cubchoo,Cubchoo,613,666,assets/pokemon-green/pokemon/0666/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
beartic,Beartic,614,667,assets/pokemon-green/pokemon/0667/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cryogonal,Cryogonal,615,668,assets/pokemon-green/pokemon/0668/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shelmet,Shelmet,616,669,assets/pokemon-green/pokemon/0669/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
accelgor,Accelgor,617,670,assets/pokemon-green/pokemon/0670/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
stunfisk,Stunfisk,618,671,assets/pokemon-green/pokemon/0671/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
stunfiskgalar,Stunfisk-Galar,618,671,assets/pokemon-green/pokemon/0671/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mienfoo,Mienfoo,619,672,assets/pokemon-green/pokemon/0672/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mienshao,Mienshao,620,673,assets/pokemon-green/pokemon/0673/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
druddigon,Druddigon,621,674,assets/pokemon-green/pokemon/0674/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
golett,Golett,622,675,assets/pokemon-green/pokemon/0675/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
golurk,Golurk,623,676,assets/pokemon-green/pokemon/0676/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
golurkmega,Golurk-Mega,623,676,assets/pokemon-green/pokemon/0676/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
pawniard,Pawniard,624,677,assets/pokemon-green/pokemon/0677/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bisharp,Bisharp,625,678,assets/pokemon-green/pokemon/0678/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bouffalant,Bouffalant,626,679,assets/pokemon-green/pokemon/0679/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rufflet,Rufflet,627,680,assets/pokemon-green/pokemon/0680/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
braviary,Braviary,628,681,assets/pokemon-green/pokemon/0681/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
braviaryhisui,Braviary-Hisui,628,681,assets/pokemon-green/pokemon/0681/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
vullaby,Vullaby,629,682,assets/pokemon-green/pokemon/0682/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mandibuzz,Mandibuzz,630,683,assets/pokemon-green/pokemon/0683/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
heatmor,Heatmor,631,684,assets/pokemon-green/pokemon/0684/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
durant,Durant,632,685,assets/pokemon-green/pokemon/0685/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
deino,Deino,633,686,assets/pokemon-green/pokemon/0686/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zweilous,Zweilous,634,687,assets/pokemon-green/pokemon/0687/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hydreigon,Hydreigon,635,688,assets/pokemon-green/pokemon/0688/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
larvesta,Larvesta,636,689,assets/pokemon-green/pokemon/0689/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
volcarona,Volcarona,637,690,assets/pokemon-green/pokemon/0690/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cobalion,Cobalion,638,691,assets/pokemon-green/pokemon/0691/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
terrakion,Terrakion,639,692,assets/pokemon-green/pokemon/0692/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
virizion,Virizion,640,693,assets/pokemon-green/pokemon/0693/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tornadus,Tornadus,641,694,assets/pokemon-green/pokemon/0694/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tornadustherian,Tornadus-Therian,641,694,assets/pokemon-green/pokemon/0694/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
thundurus,Thundurus,642,695,assets/pokemon-green/pokemon/0695/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
thundurustherian,Thundurus-Therian,642,695,assets/pokemon-green/pokemon/0695/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
reshiram,Reshiram,643,696,assets/pokemon-green/pokemon/0696/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zekrom,Zekrom,644,697,assets/pokemon-green/pokemon/0697/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
landorus,Landorus,645,698,assets/pokemon-green/pokemon/0698/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
landorustherian,Landorus-Therian,645,698,assets/pokemon-green/pokemon/0698/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
kyurem,Kyurem,646,699,assets/pokemon-green/pokemon/0699/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kyuremblack,Kyurem-Black,646,699,assets/pokemon-green/pokemon/0699/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
kyuremwhite,Kyurem-White,646,699,assets/pokemon-green/pokemon/0699/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
keldeo,Keldeo,647,700,assets/pokemon-green/pokemon/0700/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
keldeoresolute,Keldeo-Resolute,647,700,assets/pokemon-green/pokemon/0700/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
meloetta,Meloetta,648,701,assets/pokemon-green/pokemon/0701/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meloettapirouette,Meloetta-Pirouette,648,701,assets/pokemon-green/pokemon/0701/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
genesect,Genesect,649,702,assets/pokemon-green/pokemon/0702/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
genesectburn,Genesect-Burn,649,702,assets/pokemon-green/pokemon/0702/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
genesectchill,Genesect-Chill,649,702,assets/pokemon-green/pokemon/0702/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
genesectdouse,Genesect-Douse,649,702,assets/pokemon-green/pokemon/0702/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
genesectshock,Genesect-Shock,649,702,assets/pokemon-green/pokemon/0702/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
chespin,Chespin,650,703,assets/pokemon-green/pokemon/0703/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
quilladin,Quilladin,651,704,assets/pokemon-green/pokemon/0704/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chesnaught,Chesnaught,652,705,assets/pokemon-green/pokemon/0705/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chesnaughtmega,Chesnaught-Mega,652,705,assets/pokemon-green/pokemon/0705/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
fennekin,Fennekin,653,706,assets/pokemon-green/pokemon/0706/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
braixen,Braixen,654,707,assets/pokemon-green/pokemon/0707/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
delphox,Delphox,655,708,assets/pokemon-green/pokemon/0708/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
delphoxmega,Delphox-Mega,655,708,assets/pokemon-green/pokemon/0708/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
froakie,Froakie,656,709,assets/pokemon-green/pokemon/0709/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
frogadier,Frogadier,657,710,assets/pokemon-green/pokemon/0710/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
greninja,Greninja,658,711,assets/pokemon-green/pokemon/0711/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
greninjaash,Greninja-Ash,658,711,assets/pokemon-green/pokemon/0711/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
greninjabond,Greninja-Bond,658,711,assets/pokemon-green/pokemon/0711/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
greninjamega,Greninja-Mega,658,711,assets/pokemon-green/pokemon/0711/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
bunnelby,Bunnelby,659,712,assets/pokemon-green/pokemon/0712/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
diggersby,Diggersby,660,713,assets/pokemon-green/pokemon/0713/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
fletchling,Fletchling,661,714,assets/pokemon-green/pokemon/0714/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
fletchinder,Fletchinder,662,715,assets/pokemon-green/pokemon/0715/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
talonflame,Talonflame,663,716,assets/pokemon-green/pokemon/0716/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scatterbug,Scatterbug,664,717,assets/pokemon-green/pokemon/0717/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
spewpa,Spewpa,665,718,assets/pokemon-green/pokemon/0718/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vivillon,Vivillon,666,719,assets/pokemon-green/pokemon/0719/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vivillonfancy,Vivillon-Fancy,666,719,assets/pokemon-green/pokemon/0719/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
vivillonpokeball,Vivillon-Pokeball,666,719,assets/pokemon-green/pokemon/0719/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
litleo,Litleo,667,720,assets/pokemon-green/pokemon/0720/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pyroar,Pyroar,668,721,assets/pokemon-green/pokemon/0721/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pyroarmega,Pyroar-Mega,668,721,assets/pokemon-showdown/gen5/pyroar-mega.png,52poke-mega-front,front-only source; reused for back if no back sprite exists
flabebe,Flabébé,669,722,assets/pokemon-green/pokemon/0722/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
floette,Floette,670,723,assets/pokemon-green/pokemon/0723/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
floetteeternal,Floette-Eternal,670,723,assets/pokemon-green/pokemon/0723/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
floettemega,Floette-Mega,670,723,assets/pokemon-green/pokemon/0723/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
florges,Florges,671,724,assets/pokemon-green/pokemon/0724/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skiddo,Skiddo,672,725,assets/pokemon-green/pokemon/0725/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gogoat,Gogoat,673,726,assets/pokemon-green/pokemon/0726/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pancham,Pancham,674,727,assets/pokemon-green/pokemon/0727/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pangoro,Pangoro,675,728,assets/pokemon-green/pokemon/0728/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
furfrou,Furfrou,676,729,assets/pokemon-green/pokemon/0729/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
espurr,Espurr,677,730,assets/pokemon-green/pokemon/0730/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meowstic,Meowstic,678,731,assets/pokemon-green/pokemon/0731/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meowsticf,Meowstic-F,678,731,assets/pokemon-green/pokemon/0731/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
meowsticfmega,Meowstic-F-Mega,678,731,assets/pokemon-green/pokemon/0731/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
meowsticmmega,Meowstic-M-Mega,678,731,assets/pokemon-green/pokemon/0731/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
honedge,Honedge,679,732,assets/pokemon-green/pokemon/0732/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
doublade,Doublade,680,733,assets/pokemon-green/pokemon/0733/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aegislash,Aegislash,681,734,assets/pokemon-green/pokemon/0734/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aegislashblade,Aegislash-Blade,681,734,assets/pokemon-green/pokemon/0734/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
spritzee,Spritzee,682,735,assets/pokemon-green/pokemon/0735/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aromatisse,Aromatisse,683,736,assets/pokemon-green/pokemon/0736/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swirlix,Swirlix,684,737,assets/pokemon-green/pokemon/0737/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slurpuff,Slurpuff,685,738,assets/pokemon-green/pokemon/0738/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
inkay,Inkay,686,739,assets/pokemon-green/pokemon/0739/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
malamar,Malamar,687,740,assets/pokemon-green/pokemon/0740/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
malamarmega,Malamar-Mega,687,740,assets/pokemon-green/pokemon/0740/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
binacle,Binacle,688,741,assets/pokemon-green/pokemon/0741/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
barbaracle,Barbaracle,689,742,assets/pokemon-green/pokemon/0742/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
barbaraclemega,Barbaracle-Mega,689,742,assets/pokemon-green/pokemon/0742/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
skrelp,Skrelp,690,743,assets/pokemon-green/pokemon/0743/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dragalge,Dragalge,691,744,assets/pokemon-green/pokemon/0744/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dragalgemega,Dragalge-Mega,691,744,assets/pokemon-green/pokemon/0744/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
clauncher,Clauncher,692,745,assets/pokemon-green/pokemon/0745/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
clawitzer,Clawitzer,693,746,assets/pokemon-green/pokemon/0746/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
helioptile,Helioptile,694,747,assets/pokemon-green/pokemon/0747/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
heliolisk,Heliolisk,695,748,assets/pokemon-green/pokemon/0748/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tyrunt,Tyrunt,696,749,assets/pokemon-green/pokemon/0749/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tyrantrum,Tyrantrum,697,750,assets/pokemon-green/pokemon/0750/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
amaura,Amaura,698,751,assets/pokemon-green/pokemon/0751/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aurorus,Aurorus,699,752,assets/pokemon-green/pokemon/0752/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sylveon,Sylveon,700,753,assets/pokemon-green/pokemon/0753/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hawlucha,Hawlucha,701,754,assets/pokemon-green/pokemon/0754/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hawluchamega,Hawlucha-Mega,701,754,assets/pokemon-green/pokemon/0754/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
dedenne,Dedenne,702,755,assets/pokemon-green/pokemon/0755/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
carbink,Carbink,703,756,assets/pokemon-green/pokemon/0756/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
goomy,Goomy,704,757,assets/pokemon-green/pokemon/0757/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sliggoo,Sliggoo,705,758,assets/pokemon-green/pokemon/0758/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sliggoohisui,Sliggoo-Hisui,705,758,assets/pokemon-green/pokemon/0758/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
