id,type,region,role,tier,name_zh,name_en,front_asset,front_gif_asset,back_asset,avatar_asset,team_pool_ids,enabled,notes
normal:spr_bw_fan_club_m:122,normal,,路人,,Spr_BW_Fan_Club_M,Spr_BW_Fan_Club_M,assets/npc/normal/spr_bw_fan_club_m-122-spr_bw_fan_club_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_fisherman:123,normal,,路人,,Spr_BW_Fisherman,Spr_BW_Fisherman,assets/npc/normal/spr_bw_fisherman-123-spr_bw_fisherman.png,,,,,1,正面/小卒/BW
normal:spr_bw_footballer:124,normal,,路人,,Spr_BW_Footballer,Spr_BW_Footballer,assets/npc/normal/spr_bw_footballer-124-spr_bw_footballer.png,,,,,1,正面/小卒/BW
normal:spr_bw_gentleman:125,normal,,路人,,Spr_BW_Gentleman,Spr_BW_Gentleman,assets/npc/normal/spr_bw_gentleman-125-spr_bw_gentleman.png,,,,,1,正面/小卒/BW
normal:spr_bw_hiker:126,normal,,路人,,Spr_BW_Hiker,Spr_BW_Hiker,assets/npc/normal/spr_bw_hiker-126-spr_bw_hiker.png,,,,,1,正面/小卒/BW
normal:spr_bw_kindergarten_teacher:127,normal,,路人,,Spr_BW_Kindergarten_Teacher,Spr_BW_Kindergarten_Teacher,assets/npc/normal/spr_bw_kindergarten_teacher-127-spr_bw_kindergarten_teacher.png,,,,,1,正面/小卒/BW
normal:spr_bw_kindergartner_f:128,normal,,路人,,Spr_BW_Kindergartner_F,Spr_BW_Kindergartner_F,assets/npc/normal/spr_bw_kindergartner_f-128-spr_bw_kindergartner_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_kindergartner_m:129,normal,,路人,,Spr_BW_Kindergartner_M,Spr_BW_Kindergartner_M,assets/npc/normal/spr_bw_kindergartner_m-129-spr_bw_kindergartner_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_lady:130,normal,,路人,,Spr_BW_Lady,Spr_BW_Lady,assets/npc/normal/spr_bw_lady-130-spr_bw_lady.png,,,,,1,正面/小卒/BW
normal:spr_bw_lass:131,normal,,路人,,Spr_BW_Lass,Spr_BW_Lass,assets/npc/normal/spr_bw_lass-131-spr_bw_lass.png,,,,,1,正面/小卒/BW
normal:spr_bw_maid:132,normal,,路人,,Spr_BW_Maid,Spr_BW_Maid,assets/npc/normal/spr_bw_maid-132-spr_bw_maid.png,,,,,1,正面/小卒/BW
normal:spr_bw_musician:133,normal,,路人,,Spr_BW_Musician,Spr_BW_Musician,assets/npc/normal/spr_bw_musician-133-spr_bw_musician.png,,,,,1,正面/小卒/BW
normal:spr_bw_nurse:134,normal,,路人,,Spr_BW_Nurse,Spr_BW_Nurse,assets/npc/normal/spr_bw_nurse-134-spr_bw_nurse.png,,,,,1,正面/小卒/BW
normal:spr_bw_office_lady:135,normal,,路人,,Spr_BW_Office_Lady,Spr_BW_Office_Lady,assets/npc/normal/spr_bw_office_lady-135-spr_bw_office_lady.png,,,,,1,正面/小卒/BW
normal:spr_bw_parasol_lady:136,normal,,路人,,Spr_BW_Parasol_Lady,Spr_BW_Parasol_Lady,assets/npc/normal/spr_bw_parasol_lady-136-spr_bw_parasol_lady.png,,,,,1,正面/小卒/BW
normal:spr_bw_pilot:137,normal,,路人,,Spr_BW_Pilot,Spr_BW_Pilot,assets/npc/normal/spr_bw_pilot-137-spr_bw_pilot.png,,,,,1,正面/小卒/BW
normal:spr_bw_plasma_grunt_f:138,normal,,路人,,Spr_BW_Plasma_Grunt_F,Spr_BW_Plasma_Grunt_F,assets/npc/normal/spr_bw_plasma_grunt_f-138-spr_bw_plasma_grunt_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_plasma_grunt_m:139,normal,,路人,,Spr_BW_Plasma_Grunt_M,Spr_BW_Plasma_Grunt_M,assets/npc/normal/spr_bw_plasma_grunt_m-139-spr_bw_plasma_grunt_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_poke-fan_f:140,normal,,路人,,Spr_BW_PokéFan_F,Spr_BW_PokéFan_F,assets/npc/normal/spr_bw_poke-fan_f-140-spr_bw_poke-fan_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_poke-fan_m:141,normal,,路人,,Spr_BW_PokéFan_M,Spr_BW_PokéFan_M,assets/npc/normal/spr_bw_poke-fan_m-141-spr_bw_poke-fan_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_pokemon_breeder_f:142,normal,,路人,,Spr_BW_Pokemon_Breeder_F,Spr_BW_Pokemon_Breeder_F,assets/npc/normal/spr_bw_pokemon_breeder_f-142-spr_bw_pokemon_breeder_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_pokemon_breeder_m:143,normal,,路人,,Spr_BW_Pokemon_Breeder_M,Spr_BW_Pokemon_Breeder_M,assets/npc/normal/spr_bw_pokemon_breeder_m-143-spr_bw_pokemon_breeder_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_poke-mon_ranger_f:144,normal,,路人,,Spr_BW_Pokémon_Ranger_F,Spr_BW_Pokémon_Ranger_F,assets/npc/normal/spr_bw_poke-mon_ranger_f-144-spr_bw_poke-mon_ranger_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_poke-mon_ranger_m:145,normal,,路人,,Spr_BW_Pokémon_Ranger_M,Spr_BW_Pokémon_Ranger_M,assets/npc/normal/spr_bw_poke-mon_ranger_m-145-spr_bw_poke-mon_ranger_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_policeman:146,normal,,路人,,Spr_BW_Policeman,Spr_BW_Policeman,assets/npc/normal/spr_bw_policeman-146-spr_bw_policeman.png,,,,,1,正面/小卒/BW
normal:spr_bw_psychic_f:147,normal,,路人,,Spr_BW_Psychic_F,Spr_BW_Psychic_F,assets/npc/normal/spr_bw_psychic_f-147-spr_bw_psychic_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_psychic_m:148,normal,,路人,,Spr_BW_Psychic_M,Spr_BW_Psychic_M,assets/npc/normal/spr_bw_psychic_m-148-spr_bw_psychic_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_railroad_man:149,normal,,路人,,Spr_BW_Railroad_Man,Spr_BW_Railroad_Man,assets/npc/normal/spr_bw_railroad_man-149-spr_bw_railroad_man.png,,,,,1,正面/小卒/BW
normal:spr_bw_rich_boy:150,normal,,路人,,Spr_BW_Rich_Boy,Spr_BW_Rich_Boy,assets/npc/normal/spr_bw_rich_boy-150-spr_bw_rich_boy.png,,,,,1,正面/小卒/BW
normal:spr_bw_school_kid_f:151,normal,,路人,,Spr_BW_School_Kid_F,Spr_BW_School_Kid_F,assets/npc/normal/spr_bw_school_kid_f-151-spr_bw_school_kid_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_school_kid_m:152,normal,,路人,,Spr_BW_School_Kid_M,Spr_BW_School_Kid_M,assets/npc/normal/spr_bw_school_kid_m-152-spr_bw_school_kid_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_school_kid_m-1:153,normal,,路人,,Spr_BW_School_Kid_M (1),Spr_BW_School_Kid_M (1),assets/npc/normal/spr_bw_school_kid_m-1-153-spr_bw_school_kid_m-1.png,,,,,1,正面/小卒/BW
normal:spr_bw_scientist_f:154,normal,,路人,,Spr_BW_Scientist_F,Spr_BW_Scientist_F,assets/npc/normal/spr_bw_scientist_f-154-spr_bw_scientist_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_scientist_m:155,normal,,路人,,Spr_BW_Scientist_M,Spr_BW_Scientist_M,assets/npc/normal/spr_bw_scientist_m-155-spr_bw_scientist_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_soccer_player:156,normal,,路人,,Spr_BW_Soccer_Player,Spr_BW_Soccer_Player,assets/npc/normal/spr_bw_soccer_player-156-spr_bw_soccer_player.png,,,,,1,正面/小卒/BW
normal:spr_bw_socialite:157,normal,,路人,,Spr_BW_Socialite,Spr_BW_Socialite,assets/npc/normal/spr_bw_socialite-157-spr_bw_socialite.png,,,,,1,正面/小卒/BW
normal:spr_bw_swimmer_f:158,normal,,路人,,Spr_BW_Swimmer_F,Spr_BW_Swimmer_F,assets/npc/normal/spr_bw_swimmer_f-158-spr_bw_swimmer_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_swimmer_m:159,normal,,路人,,Spr_BW_Swimmer_M,Spr_BW_Swimmer_M,assets/npc/normal/spr_bw_swimmer_m-159-spr_bw_swimmer_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_tennis_player:160,normal,,路人,,Spr_BW_Tennis_Player,Spr_BW_Tennis_Player,assets/npc/normal/spr_bw_tennis_player-160-spr_bw_tennis_player.png,,,,,1,正面/小卒/BW
normal:spr_bw_twins:161,normal,,路人,,Spr_BW_Twins,Spr_BW_Twins,assets/npc/normal/spr_bw_twins-161-spr_bw_twins.png,,,,,1,正面/小卒/BW
normal:spr_bw_veteran_f:162,normal,,路人,,Spr_BW_Veteran_F,Spr_BW_Veteran_F,assets/npc/normal/spr_bw_veteran_f-162-spr_bw_veteran_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_waiter:163,normal,,路人,,Spr_BW_Waiter,Spr_BW_Waiter,assets/npc/normal/spr_bw_waiter-163-spr_bw_waiter.png,,,,,1,正面/小卒/BW
normal:spr_bw_waitress:164,normal,,路人,,Spr_BW_Waitress,Spr_BW_Waitress,assets/npc/normal/spr_bw_waitress-164-spr_bw_waitress.png,,,,,1,正面/小卒/BW
normal:spr_bw_worker:165,normal,,路人,,Spr_BW_Worker,Spr_BW_Worker,assets/npc/normal/spr_bw_worker-165-spr_bw_worker.png,,,,,1,正面/小卒/BW
normal:spr_bw_workerice:166,normal,,路人,,Spr_BW_WorkerIce,Spr_BW_WorkerIce,assets/npc/normal/spr_bw_workerice-166-spr_bw_workerice.png,,,,,1,正面/小卒/BW
normal:spr_bw_youngster:167,normal,,路人,,Spr_BW_Youngster,Spr_BW_Youngster,assets/npc/normal/spr_bw_youngster-167-spr_bw_youngster.png,,,,,1,正面/小卒/BW
normal:spr_dp_waiter:168,normal,,路人,,Spr_DP_Waiter,Spr_DP_Waiter,assets/npc/normal/spr_dp_waiter-168-spr_dp_waiter.png,,,,,1,正面/小卒/BW
normal:spr_hgss_teacher:169,normal,,路人,,Spr_HGSS_Teacher,Spr_HGSS_Teacher,assets/npc/normal/spr_hgss_teacher-169-spr_hgss_teacher.png,,,,,1,正面/小卒/BW
normal:spr_pt_maid:170,normal,,路人,,Spr_Pt_Maid,Spr_Pt_Maid,assets/npc/normal/spr_pt_maid-170-spr_pt_maid.png,,,,,1,正面/小卒/BW
avatar:阿戴克:1,avatar,,头像,,阿戴克,阿戴克,,,,assets/npc/avatars/阿戴克-1-阿戴克.webp,,1,VS 阿戴克 Masters.png
avatar:阿渡:2,avatar,,头像,,阿渡,阿渡,,,,assets/npc/avatars/阿渡-2-阿渡.webp,,1,VS 阿渡 Masters.png
avatar:艾莉丝-冠軍:3,avatar,,头像,,艾莉丝 冠軍,艾莉丝 冠軍,,,,assets/npc/avatars/艾莉丝-冠軍-3-艾莉丝-冠軍.webp,,1,VS 艾莉絲 冠軍 Masters.png
avatar:白露:4,avatar,,头像,,白露,白露,,,,assets/npc/avatars/白露-4-白露.webp,,1,VS 白露（冠軍） Masters.png
avatar:彼特:5,avatar,,头像,,彼特,彼特,,,,assets/npc/avatars/彼特-5-彼特.webp,,1,VS 彼特（冠軍） Masters.png
avatar:赤红:6,avatar,,头像,,赤红,赤红,,,,assets/npc/avatars/赤红-6-赤红.webp,,1,VS 赤紅（冠軍） Masters.png
avatar:大吾:7,avatar,,头像,,大吾,大吾,,,,assets/npc/avatars/大吾-7-大吾.webp,,1,VS 大吾 Masters.png
avatar:斗也:8,avatar,,头像,,斗也,斗也,,,,assets/npc/avatars/斗也-8-斗也.webp,,1,VS 鬥也（冠軍） Masters.png
avatar:斗子:9,avatar,,头像,,斗子,斗子,,,,assets/npc/avatars/斗子-9-斗子.webp,,1,VS 鬥子（冠軍） Masters.png
avatar:共平:10,avatar,,头像,,共平,共平,,,,assets/npc/avatars/共平-10-共平.webp,,1,VS 共平（冠軍） Masters.png
avatar:瑰芙:11,avatar,,头像,,瑰芙,瑰芙,,,,assets/npc/avatars/瑰芙-11-瑰芙.webp,,1,VS 瑰芙 ZA.png
avatar:赫普:12,avatar,,头像,,赫普,赫普,,,,assets/npc/avatars/赫普-12-赫普.webp,,1,VS 赫普（冠軍） Masters.png
avatar:黑连:13,avatar,,头像,,黑连,黑连,,,,assets/npc/avatars/黑连-13-黑连.webp,,1,VS 黑連（冠軍） Masters.png
avatar:辉耀:14,avatar,,头像,,辉耀,辉耀,,,,assets/npc/avatars/辉耀-14-辉耀.webp,,1,VS 辉耀 ZA.png
avatar:京刚:15,avatar,,头像,,京刚,京刚,,,,assets/npc/avatars/京刚-15-京刚.webp,,1,VS 京刚 ZA.png
avatar:卡鲁穆:16,avatar,,头像,,卡鲁穆,卡鲁穆,,,,assets/npc/avatars/卡鲁穆-16-卡鲁穆.webp,,1,VS 卡魯穆（冠軍） Masters.png
avatar:卡露妮:17,avatar,,头像,,卡露妮,卡露妮,,,,assets/npc/avatars/卡露妮-17-卡露妮.webp,,1,VS 卡露妮 Masters.png
avatar:库库伊:18,avatar,,头像,,库库伊,库库伊,,,,assets/npc/avatars/库库伊-18-库库伊.webp,,1,VS 庫庫伊 Masters.png
avatar:玛俐:19,avatar,,头像,,玛俐,玛俐,,,,assets/npc/avatars/玛俐-19-玛俐.webp,,1,VS 瑪俐（冠軍） Masters.png
avatar:弥叶:20,avatar,,头像,,弥叶,弥叶,,,,assets/npc/avatars/弥叶-20-弥叶.webp,,1,VS 弥叶 ZA.png
avatar:米可利:21,avatar,,头像,,米可利,米可利,,,,assets/npc/avatars/米可利-21-米可利.webp,,1,VS 米可利 Masters.png
avatar:鸣依:22,avatar,,头像,,鸣依,鸣依,,,,assets/npc/avatars/鸣依-22-鸣依.webp,,1,VS 鳴依（冠軍） Masters.png
avatar:青绿:23,avatar,,头像,,青绿,青绿,,,,assets/npc/avatars/青绿-23-青绿.webp,,1,VS 青綠 Masters.png
avatar:青绿:24,avatar,,头像,,青绿,青绿,,,,assets/npc/avatars/青绿-24-青绿.webp,,1,VS 哈烏 Masters.png
avatar:青绿:25,avatar,,头像,,青绿,青绿,,,,assets/npc/avatars/青绿-25-青绿.webp,,1,VS 青綠（冠軍） Masters.png
avatar:莎莉娜:26,avatar,,头像,,莎莉娜,莎莉娜,,,,assets/npc/avatars/莎莉娜-26-莎莉娜.webp,,1,VS 莎莉娜（冠軍） Masters.png
avatar:小遥:27,avatar,,头像,,小遥,小遥,,,,assets/npc/avatars/小遥-27-小遥.webp,,1,VS 小遙（冠軍） Masters.png
avatar:小银:28,avatar,,头像,,小银,小银,,,,assets/npc/avatars/小银-28-小银.webp,,1,VS 小銀（冠軍） Masters.png
avatar:小悠:29,avatar,,头像,,小悠,小悠,,,,assets/npc/avatars/小悠-29-小悠.webp,,1,VS 小悠（冠軍） Masters.png
avatar:叶子:30,avatar,,头像,,叶子,叶子,,,,assets/npc/avatars/叶子-30-叶子.webp,,1,VS 葉子（冠軍） Masters.png
avatar:竹兰:31,avatar,,头像,,竹兰,竹兰,,,,assets/npc/avatars/竹兰-31-竹兰.webp,,1,VS 竹蘭 Masters.png
avatar:blackchallenge:32,avatar,,头像,,BlackChallenge,BlackChallenge,,,,assets/npc/avatars/blackchallenge-32-blackchallenge.png,,1,VS＆Challenge/BlackChallenge.png
avatar:dawnchallenge:33,avatar,,头像,,DawnChallenge,DawnChallenge,,,,assets/npc/avatars/dawnchallenge-33-dawnchallenge.png,,1,VS＆Challenge/DawnChallenge.png
avatar:ethanchallenge:34,avatar,,头像,,EthanChallenge,EthanChallenge,,,,assets/npc/avatars/ethanchallenge-34-ethanchallenge.png,,1,VS＆Challenge/EthanChallenge.png
avatar:lucaschallenge:35,avatar,,头像,,LucasChallenge,LucasChallenge,,,,assets/npc/avatars/lucaschallenge-35-lucaschallenge.png,,1,VS＆Challenge/LucasChallenge.png
avatar:lyrachallenge:36,avatar,,头像,,LyraChallenge,LyraChallenge,,,,assets/npc/avatars/lyrachallenge-36-lyrachallenge.png,,1,VS＆Challenge/LyraChallenge.png
avatar:natechallenge:37,avatar,,头像,,NateChallenge,NateChallenge,,,,assets/npc/avatars/natechallenge-37-natechallenge.png,,1,VS＆Challenge/NateChallenge.png
avatar:natechallenge2:38,avatar,,头像,,NateChallenge2,NateChallenge2,,,,assets/npc/avatars/natechallenge2-38-natechallenge2.png,,1,VS＆Challenge/NateChallenge2.png
avatar:rosachallenge2:39,avatar,,头像,,RosaChallenge2,RosaChallenge2,,,,assets/npc/avatars/rosachallenge2-39-rosachallenge2.png,,1,VS＆Challenge/RosaChallenge2.png
avatar:vsaaron:40,avatar,,头像,,VSAaron,VSAaron,,,,assets/npc/avatars/vsaaron-40-vsaaron.png,,1,VS＆Challenge/VSAaron.png
avatar:vsadeku:41,avatar,,头像,,VSAdeku,VSAdeku,,,,assets/npc/avatars/vsadeku-41-vsadeku.png,,1,VS＆Challenge/VSAdeku.png
avatar:vsaloe:42,avatar,,头像,,VSAloe,VSAloe,,,,assets/npc/avatars/vsaloe-42-vsaloe.png,,1,VS＆Challenge/VSAloe.png
avatar:vsarcher:43,avatar,,头像,,VSArcher,VSArcher,,,,assets/npc/avatars/vsarcher-43-vsarcher.png,,1,VS＆Challenge/VSArcher.png
avatar:vsargenta:44,avatar,,头像,,VSArgenta,VSArgenta,,,,assets/npc/avatars/vsargenta-44-vsargenta.png,,1,VS＆Challenge/VSArgenta.png
avatar:vsarti:45,avatar,,头像,,VSArti,VSArti,,,,assets/npc/avatars/vsarti-45-vsarti.png,,1,VS＆Challenge/VSArti.png
avatar:vsbel:46,avatar,,头像,,VSBel,VSBel,,,,assets/npc/avatars/vsbel-46-vsbel.png,,1,VS＆Challenge/VSBel.png
avatar:vsbenga:47,avatar,,头像,,VSBenga,VSBenga,,,,assets/npc/avatars/vsbenga-47-vsbenga.png,,1,VS＆Challenge/VSBenga.png
avatar:vsbertha:48,avatar,,头像,,VSBertha,VSBertha,,,,assets/npc/avatars/vsbertha-48-vsbertha.png,,1,VS＆Challenge/VSBertha.png
avatar:vsbianca:49,avatar,,头像,,VSBianca,VSBianca,,,,assets/npc/avatars/vsbianca-49-vsbianca.png,,1,VS＆Challenge/VSBianca.png
avatar:vsbruno:50,avatar,,头像,,VSBruno,VSBruno,,,,assets/npc/avatars/vsbruno-50-vsbruno.png,,1,VS＆Challenge/VSBruno.png
avatar:vsbugsy:51,avatar,,头像,,VSBugsy,VSBugsy,,,,assets/npc/avatars/vsbugsy-51-vsbugsy.png,,1,VS＆Challenge/VSBugsy.png
avatar:vsbyron:52,avatar,,头像,,VSByron,VSByron,,,,assets/npc/avatars/vsbyron-52-vsbyron.png,,1,VS＆Challenge/VSByron.png
avatar:vscaitlin:53,avatar,,头像,,VSCaitlin,VSCaitlin,,,,assets/npc/avatars/vscaitlin-53-vscaitlin.png,,1,VS＆Challenge/VSCaitlin.png
avatar:vscandice:54,avatar,,头像,,VSCandice,VSCandice,,,,assets/npc/avatars/vscandice-54-vscandice.png,,1,VS＆Challenge/VSCandice.png
avatar:vscheren:55,avatar,,头像,,VSCheren,VSCheren,,,,assets/npc/avatars/vscheren-55-vscheren.png,,1,VS＆Challenge/VSCheren.png
avatar:vscheren_2:56,avatar,,头像,,VSCheren_2,VSCheren_2,,,,assets/npc/avatars/vscheren_2-56-vscheren_2.png,,1,VS＆Challenge/VSCheren_2.png
avatar:vschili:57,avatar,,头像,,VSChili,VSChili,,,,assets/npc/avatars/vschili-57-vschili.png,,1,VS＆Challenge/VSChili.png
avatar:vsclair:58,avatar,,头像,,VSClair,VSClair,,,,assets/npc/avatars/vsclair-58-vsclair.png,,1,VS＆Challenge/VSClair.png
avatar:vscolress:59,avatar,,头像,,VSColress,VSColress,,,,assets/npc/avatars/vscolress-59-vscolress.png,,1,VS＆Challenge/VSColress.png
avatar:vscrasher_wake:60,avatar,,头像,,VSCrasher_Wake,VSCrasher_Wake,,,,assets/npc/avatars/vscrasher_wake-60-vscrasher_wake.png,,1,VS＆Challenge/VSCrasher_Wake.png
avatar:vscress:61,avatar,,头像,,VSCress,VSCress,,,,assets/npc/avatars/vscress-61-vscress.png,,1,VS＆Challenge/VSCress.png
avatar:vscynthia:62,avatar,,头像,,VSCynthia,VSCynthia,,,,assets/npc/avatars/vscynthia-62-vscynthia.png,,1,VS＆Challenge/VSCynthia.png
avatar:vsdahlia:63,avatar,,头像,,VSDahlia,VSDahlia,,,,assets/npc/avatars/vsdahlia-63-vsdahlia.png,,1,VS＆Challenge/VSDahlia.png
avatar:vsdarach:64,avatar,,头像,,VSDarach,VSDarach,,,,assets/npc/avatars/vsdarach-64-vsdarach.png,,1,VS＆Challenge/VSDarach.png
avatar:vselesa_2:65,avatar,,头像,,VSElesa_2,VSElesa_2,,,,assets/npc/avatars/vselesa_2-65-vselesa_2.png,,1,VS＆Challenge/VSElesa_2.png
avatar:vsfalkner:66,avatar,,头像,,VSFalkner,VSFalkner,,,,assets/npc/avatars/vsfalkner-66-vsfalkner.png,,1,VS＆Challenge/VSFalkner.png
avatar:vsfantina:67,avatar,,头像,,VSFantina,VSFantina,,,,assets/npc/avatars/vsfantina-67-vsfantina.png,,1,VS＆Challenge/VSFantina.png
avatar:vsflint:68,avatar,,头像,,VSFlint,VSFlint,,,,assets/npc/avatars/vsflint-68-vsflint.png,,1,VS＆Challenge/VSFlint.png
avatar:vsgardenia:69,avatar,,头像,,VSGardenia,VSGardenia,,,,assets/npc/avatars/vsgardenia-69-vsgardenia.png,,1,VS＆Challenge/VSGardenia.png
avatar:vsgeechisu:70,avatar,,头像,,VSGeechisu,VSGeechisu,,,,assets/npc/avatars/vsgeechisu-70-vsgeechisu.png,,1,VS＆Challenge/VSGeechisu.png
avatar:vsghetsis_2:71,avatar,,头像,,VSGhetsis_2,VSGhetsis_2,,,,assets/npc/avatars/vsghetsis_2-71-vsghetsis_2.png,,1,VS＆Challenge/VSGhetsis_2.png
avatar:vsgiima:72,avatar,,头像,,VSGiima,VSGiima,,,,assets/npc/avatars/vsgiima-72-vsgiima.png,,1,VS＆Challenge/VSGiima.png
avatar:vsgiovanni:73,avatar,,头像,,VSGiovanni,VSGiovanni,,,,assets/npc/avatars/vsgiovanni-73-vsgiovanni.png,,1,VS＆Challenge/VSGiovanni.png
avatar:vshachiku:74,avatar,,头像,,VSHachiku,VSHachiku,,,,assets/npc/avatars/vshachiku-74-vshachiku.png,,1,VS＆Challenge/VSHachiku.png
avatar:vshugh:75,avatar,,头像,,VSHugh,VSHugh,,,,assets/npc/avatars/vshugh-75-vshugh.png,,1,VS＆Challenge/VSHugh.png
avatar:vsiris:76,avatar,,头像,,VSIris,VSIris,,,,assets/npc/avatars/vsiris-76-vsiris.png,,1,VS＆Challenge/VSIris.png
avatar:vsiris_2:77,avatar,,头像,,VSIris_2,VSIris_2,,,,assets/npc/avatars/vsiris_2-77-vsiris_2.png,,1,VS＆Challenge/VSIris_2.png
avatar:vsjanine:78,avatar,,头像,,VSJanine,VSJanine,,,,assets/npc/avatars/vsjanine-78-vsjanine.png,,1,VS＆Challenge/VSJanine.png
avatar:vsjasmine:79,avatar,,头像,,VSJasmine,VSJasmine,,,,assets/npc/avatars/vsjasmine-79-vsjasmine.png,,1,VS＆Challenge/VSJasmine.png
avatar:vskamitsure:80,avatar,,头像,,VSKamitsure,VSKamitsure,,,,assets/npc/avatars/vskamitsure-80-vskamitsure.png,,1,VS＆Challenge/VSKamitsure.png
avatar:vskaren:81,avatar,,头像,,VSKaren,VSKaren,,,,assets/npc/avatars/vskaren-81-vskaren.png,,1,VS＆Challenge/VSKaren.png
avatar:vskoga:82,avatar,,头像,,VSKoga,VSKoga,,,,assets/npc/avatars/vskoga-82-vskoga.png,,1,VS＆Challenge/VSKoga.png
avatar:vslance:83,avatar,,头像,,VSLance,VSLance,,,,assets/npc/avatars/vslance-83-vslance.png,,1,VS＆Challenge/VSLance.png
avatar:vslucian:84,avatar,,头像,,VSLucian,VSLucian,,,,assets/npc/avatars/vslucian-84-vslucian.png,,1,VS＆Challenge/VSLucian.png
avatar:vsmarlon:85,avatar,,头像,,VSMarlon,VSMarlon,,,,assets/npc/avatars/vsmarlon-85-vsmarlon.png,,1,VS＆Challenge/VSMarlon.png
avatar:vsmaylene:86,avatar,,头像,,VSMaylene,VSMaylene,,,,assets/npc/avatars/vsmaylene-86-vsmaylene.png,,1,VS＆Challenge/VSMaylene.png
avatar:vsmisty:87,avatar,,头像,,VSMisty,VSMisty,,,,assets/npc/avatars/vsmisty-87-vsmisty.png,,1,VS＆Challenge/VSMisty.png
avatar:vsmorty:88,avatar,,头像,,VSMorty,VSMorty,,,,assets/npc/avatars/vsmorty-88-vsmorty.png,,1,VS＆Challenge/VSMorty.png
avatar:vsn:89,avatar,,头像,,VSN,VSN,,,,assets/npc/avatars/vsn-89-vsn.png,,1,VS＆Challenge/VSN.png
avatar:vspalmer:90,avatar,,头像,,VSPalmer,VSPalmer,,,,assets/npc/avatars/vspalmer-90-vspalmer.png,,1,VS＆Challenge/VSPalmer.png
avatar:vspryce:91,avatar,,头像,,VSPryce,VSPryce,,,,assets/npc/avatars/vspryce-91-vspryce.png,,1,VS＆Challenge/VSPryce.png
avatar:vsrenbu:92,avatar,,头像,,VSRenbu,VSRenbu,,,,assets/npc/avatars/vsrenbu-92-vsrenbu.png,,1,VS＆Challenge/VSRenbu.png
avatar:vsroark:93,avatar,,头像,,VSRoark,VSRoark,,,,assets/npc/avatars/vsroark-93-vsroark.png,,1,VS＆Challenge/VSRoark.png
avatar:vsroxie:94,avatar,,头像,,VSRoxie,VSRoxie,,,,assets/npc/avatars/vsroxie-94-vsroxie.png,,1,VS＆Challenge/VSRoxie.png
avatar:vssabrina:95,avatar,,头像,,VSSabrina,VSSabrina,,,,assets/npc/avatars/vssabrina-95-vssabrina.png,,1,VS＆Challenge/VSSabrina.png
avatar:vsshaga:96,avatar,,头像,,VSShaga,VSShaga,,,,assets/npc/avatars/vsshaga-96-vsshaga.png,,1,VS＆Challenge/VSShaga.png
avatar:vsshikimi:97,avatar,,头像,,VSShikimi,VSShikimi,,,,assets/npc/avatars/vsshikimi-97-vsshikimi.png,,1,VS＆Challenge/VSShikimi.png
avatar:vsthorton:98,avatar,,头像,,VSThorton,VSThorton,,,,assets/npc/avatars/vsthorton-98-vsthorton.png,,1,VS＆Challenge/VSThorton.png
avatar:vsvolkner:99,avatar,,头像,,VSVolkner,VSVolkner,,,,assets/npc/avatars/vsvolkner-99-vsvolkner.png,,1,VS＆Challenge/VSVolkner.png
avatar:vswhitney:100,avatar,,头像,,VSWhitney,VSWhitney,,,,assets/npc/avatars/vswhitney-100-vswhitney.png,,1,VS＆Challenge/VSWhitney.png
avatar:vswill:101,avatar,,头像,,VSWill,VSWill,,,,assets/npc/avatars/vswill-101-vswill.png,,1,VS＆Challenge/VSWill.png
avatar:vsyacon:102,avatar,,头像,,VSYacon,VSYacon,,,,assets/npc/avatars/vsyacon-102-vsyacon.png,,1,VS＆Challenge/VSYacon.png
avatar:whitechallenge:103,avatar,,头像,,WhiteChallenge,WhiteChallenge,,,,assets/npc/avatars/whitechallenge-103-whitechallenge.png,,1,VS＆Challenge/WhiteChallenge.png
